Fungi,Bacteria,Size,Classification
Rhizopus_microsporus_NRRL_5546,Mycetohabitans,3698,Burkholderiaceae
Rhizopus_microsporus_NRRL_5546,Mycetohabitans,3267,Burkholderiaceae
Rhizopus_microsporus_NRRL_5546,Mycetohabitans,3203,Burkholderiaceae
Rhizopus_microsporus_NRRL_5546,Mycetohabitans,2192,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,319551,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,299520,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,218493,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,144549,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,127134,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,108303,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,103902,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,102997,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,100782,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,99840,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,97994,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,89947,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,83006,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,74453,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,72706,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,72429,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,72135,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,70688,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,66395,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,61312,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,56765,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,51567,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,48647,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,45927,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,44819,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,43929,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,40905,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,40399,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,37973,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,37696,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,37607,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,35351,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,33276,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,29886,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,28663,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,27497,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,27083,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,27018,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,17238,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,14956,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,14754,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,13744,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,11542,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,10678,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,9742,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,7937,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,6783,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,6563,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,6440,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,5910,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,5656,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,5316,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,4253,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,4187,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,3240,Burkholderiaceae
Rhizopus_microsporus_NRRL_5547,Mycetohabitans,2790,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,275721,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,134760,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,133595,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,119038,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,112307,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,106776,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,106762,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,100611,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,93207,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,84375,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,82224,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,80405,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,80103,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,75659,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,75535,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,74008,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,73602,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,67813,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,65456,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,63263,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,62094,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,61118,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,58058,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,57550,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,55879,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,54305,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,54187,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,51675,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,51388,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,45143,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,42503,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,42478,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,41826,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,38602,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,36283,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,35620,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,35227,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,32696,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,32027,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,31749,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,31696,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,31133,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,27107,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,25496,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,23264,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,21401,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,19472,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,18720,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,18362,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,14961,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,14660,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,12966,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,12062,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,11700,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,11579,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,10143,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,9987,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,9880,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,9347,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,8914,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,7494,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,7135,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,5806,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,5627,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,5419,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,5386,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,3577,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,3346,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,3146,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,3030,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,2594,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,2380,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,2049,Burkholderiaceae
Rhizopus_microsporus_NRRL_5548,Mycetohabitans,1600,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,282656,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,218290,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,191653,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,150433,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,149106,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,134047,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,132921,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,119780,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,119642,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,114442,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,102874,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,85963,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,83322,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,75543,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,74064,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,70778,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,67825,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,63949,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,62793,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,60071,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,59300,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,54529,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,54312,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,51425,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,50949,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,49161,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,46482,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,45304,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,44585,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,42152,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,41006,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,35224,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,34804,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,34776,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,32877,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,32710,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,28943,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,27383,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,18295,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,14726,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,14718,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,14254,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,13176,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,11278,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,10022,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,8859,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,8715,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,5737,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,5670,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,5017,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,4809,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,4284,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,4124,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,3851,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,3780,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,2927,Burkholderiaceae
Rhizopus_microsporus_NRRL_5550,Mycetohabitans,2547,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,88253,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,57037,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,34131,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,33104,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,21436,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,18342,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,16350,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,16344,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,11690,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,11090,Burkholderiaceae
Rhizopus_microsporus_NRRL_5551,Mycetohabitans,8990,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,337702,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,172908,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,169864,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,157170,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,126393,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,122257,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,115083,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,107906,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,104950,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,96129,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,94048,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,81067,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,76806,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,71008,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,69237,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,68226,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,68121,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,68032,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,64784,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,63870,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,59177,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,54421,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,54290,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,53024,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,52858,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,49427,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,47005,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,41593,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,41463,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,39297,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,38458,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,38288,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,37041,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,36654,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,36117,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,33845,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,33106,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,31683,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,29364,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,29283,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,27882,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,25957,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,25560,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,20238,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,19813,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,18902,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,16743,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,16590,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,16189,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,15625,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,9930,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,7476,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,4088,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,3101,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,3100,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,2517,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,2213,Burkholderiaceae
Rhizopus_microsporus_NRRL_5552,Mycetohabitans,2160,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,219926,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,174811,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,173692,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,151764,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,134817,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,121318,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,109099,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,102256,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,95109,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,86002,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,79584,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,71339,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,71017,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,67841,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,62304,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,60915,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,60830,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,60505,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,59589,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,50775,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,45272,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,44985,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,43874,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,40602,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,40441,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,36168,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,35558,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,34049,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,32320,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,29427,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,28475,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,27320,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,27133,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,21833,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,21431,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,17648,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,15608,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,12001,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,9037,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,7029,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,5119,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,4575,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,3092,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,3084,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,2733,Burkholderiaceae
Rhizopus_microsporus_NRRL_5553,Mycetohabitans,1818,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,123149,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,117234,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,111094,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,95906,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,92003,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,77912,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,67375,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,67200,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,57380,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,56653,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,53655,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,52959,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,49884,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,44791,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,43583,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,42610,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,41237,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,39996,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,37213,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,36713,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,33247,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,30626,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,30170,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,29693,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,29518,Burkholderiaceae
Rhizopus_microsporus_NRRL_5554,Mycetohabitans,28849,Burkholderiaceae
