"ortholist" "plist" "means_mcyeto" "means_para"
"OG0004813" 8.53805122316628e-06 "0" "0.9"
"OG0004811" 8.53805122316628e-06 "0" "0.9"
"OG0004819" 8.53805122316628e-06 "0" "0.9"
"OG0002811" 8.53805122316628e-06 "1" "0.1"
"OG0003201" 8.53805122316628e-06 "1" "0.1"
"OG0003283" 8.53805122316628e-06 "1" "0.1"
"OG0003261" 8.53805122316628e-06 "0" "0.9"
"OG0003437" 8.53805122316628e-06 "0" "0.9"
"OG0002628" 8.53805122316628e-06 "0" "0.9"
"OG0002532" 8.53805122316628e-06 "1" "0.1"
"OG0002456" 8.53805122316628e-06 "1" "0.1"
"OG0002248" 8.53805122316628e-06 "0" "0.9"
"OG0002229" 8.53805122316628e-06 "0" "0.9"
"OG0002427" 8.53805122316628e-06 "0" "0.9"
"OG0002477" 8.53805122316628e-06 "0" "0.9"
"OG0002478" 8.53805122316628e-06 "0" "0.9"
"OG0002468" 8.53805122316628e-06 "0" "0.9"
"OG0002347" 8.53805122316628e-06 "0" "0.9"
"OG0002276" 8.53805122316628e-06 "1" "0.1"
"OG0002099" 8.53805122316628e-06 "0" "1.5"
"OG0001883" 8.53805122316628e-06 "1" "0.1"
"OG0001923" 8.53805122316628e-06 "0" "0.9"
"OG0002194" 8.53805122316628e-06 "0" "0.9"
"OG0002083" 8.53805122316628e-06 "1" "0.1"
"OG0001405" 8.53805122316628e-06 "0" "0.9"
"OG0000065" 8.53805122316628e-06 "1" "1.9"
"OG0001481" 8.77139713496777e-05 "0" "1.5"
"OG0002024" 9.31398120628011e-05 "0.142857142857143" "1.2"
